seriesuid,probability,coordZ,coordY,coordX,d,h,w,is_fp,is_infundibulum,is_aneurysm,comments,additional_comments,new_d,new_h,new_w,new_z,new_x,new_y
1.2.826.0.1.3680043.8.498.27146142440517521278684634624018326745.nii.gz,0.91135776,289.4832,290.83826,235.43738,8.257075,9.04109,8.783742,,,1.0,"Right ACA A2 peri-colossal branch aneurysm, could be a berry aneurysm or mycotic",,8.257075,8.0,8.783742,289.0,236.0,290.0
1.2.826.0.1.3680043.8.498.27388318559761276774854780955604017283.nii.gz,0.8285965,138.66216,470.208,415.74286,12.443203,12.658245,15.313405,,,1.0,Basilar tip aneurysm,,,,,140.0,415.0,470.0
1.2.826.0.1.3680043.8.498.27403461870424905658058353040864971301.nii.gz,0.8383738,296.13153,483.83786,370.72296,31.535498,28.887299,20.218813,1.0,,,Falx calcification,,,,,,,
1.2.826.0.1.3680043.8.498.27408905555486418036408995673423512105.nii.gz,0.8861703,217.55055,266.66367,224.08986,11.266784,11.275807,12.084278,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.27408905555486418036408995673423512105.nii.gz,0.85037583,214.52466,268.2663,278.32587,19.540272,22.783403,23.423603,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.27408905555486418036408995673423512105.nii.gz,0.82735133,152.31323,353.80316,304.8096,6.313465,6.078232,8.715224,,,1.0,Left ICA PICOMM aneurysm vs infundibulum,,,,,,,
1.2.826.0.1.3680043.8.498.28017317591886862097172769282552869885.nii.gz,0.8311539,170.71107,446.9972,284.11987,5.6322713,6.2670546,6.255947,1.0,,,FP vein,,,,,,,
1.2.826.0.1.3680043.8.498.28460600708986829727725563239818172663.nii.gz,0.8946692,235.91959,232.9986,303.9098,41.98244,20.515266,20.260794,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.28834759031749908084205048939517178175.nii.gz,0.86804545,113.0858,103.725815,312.77307,33.647068,44.749355,43.7948,1.0,,,Tip of the spinous process at the C7 ,,,,,,,
1.2.826.0.1.3680043.8.498.28834759031749908084205048939517178175.nii.gz,0.8497528,89.92138,159.77939,24.83065,44.425774,59.421577,51.251915,1.0,,,Right lateral mass of some vertebral body,,,,,,,
1.2.826.0.1.3680043.8.498.28834759031749908084205048939517178175.nii.gz,0.84801364,43.383804,168.97841,382.04095,40.798424,49.313477,60.77737,1.0,,,Left transverse process,,,,,,,
1.2.826.0.1.3680043.8.498.28834759031749908084205048939517178175.nii.gz,0.847709,66.45936,171.90707,224.64429,49.273754,44.793514,60.197144,1.0,,,Right transverse process of T1,,,,,,,
1.2.826.0.1.3680043.8.498.28834759031749908084205048939517178175.nii.gz,0.8140953,66.19989,219.2002,294.59918,71.94782,57.555935,50.633507,1.0,,,Vertebral body,,,,,,,
1.2.826.0.1.3680043.8.498.28834759031749908084205048939517178175.nii.gz,0.80172783,69.67968,72.68686,301.27698,41.599506,35.29933,40.04386,1.0,,,Spinous process,,,,,,,
1.2.826.0.1.3680043.8.498.28834759031749908084205048939517178175.nii.gz,0.80045545,392.95685,311.23898,383.131,46.205704,52.040737,63.3849,1.0,,,Spinoid bone,,,,,,,
1.2.826.0.1.3680043.8.498.28889602120019241480489307609889359343.nii.gz,0.855571,167.6554,201.64047,254.63643,9.9011345,9.701137,9.993212,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.28975146501822731019730596066817388922.nii.gz,0.94130415,150.29233,331.07303,192.35782,9.83931,10.311855,9.4932575,,,1.0,Right MCA bifurcation laterally directed aneurysm,REPLACE THE GT,,,,,,
1.2.826.0.1.3680043.8.498.29227115601031256309596555556938419090.nii.gz,0.85104036,167.48352,378.59634,324.3594,4.73121,5.16555,6.6594515,,,1.0,Tiny right ICA PCOMM aneurysm,,,,,167.0,325.0,379.0
1.2.826.0.1.3680043.8.498.30175343046033524538991820108694226548.nii.gz,0.85161924,217.51309,427.3603,346.99692,11.220029,10.081043,10.970373,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.30175343046033524538991820108694226548.nii.gz,0.8275842,214.20625,431.62344,399.82333,16.788574,38.49144,25.920286,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.30382038892861475256988022466368547467.nii.gz,0.8368308,83.499176,147.71513,210.48386,11.612753,17.343227,17.430841,1.0,,,Bone subtracted image with a part that wasn't subtracted,,,,,,,
1.2.826.0.1.3680043.8.498.30671133208896769791936731163091433513.nii.gz,0.9100962,262.942,328.0374,218.00078,23.119429,16.370079,17.55946,1.0,,,"Calcification, falx",,,,,,,
1.2.826.0.1.3680043.8.498.30712831797313255569993582648348033677.nii.gz,0.83755976,80.1599,366.07816,337.9059,7.9972396,7.831641,7.960995,,,,"Occluded left ICA stump, with reconstitution of flow",,,,,,,
1.2.826.0.1.3680043.8.498.31629979420404800139928339434297456334.nii.gz,0.87129086,215.83607,459.48553,297.75275,13.134217,13.211328,15.9364,,,1.0,"A2 frontal polar branch aneurysm, projecting anteriorily superiorily to the right, located between the proximal and the distal A2 segments.",,15.0,13.211328,15.9364,218.0,297.0,460.0
1.2.826.0.1.3680043.8.498.31897325247898403027455884342546675049.nii.gz,0.9536907,153.966,386.83463,384.55704,53.136044,59.87005,62.111595,,,1.0,Giant aneurysm arising from the left M1 segment ,,80.0,86.0,85.0,138.0,394.0,390.0
1.2.826.0.1.3680043.8.498.31897325247898403027455884342546675049.nii.gz,0.8249822,199.30875,466.0906,341.19495,13.173254,10.652482,8.985163,1.0,,,Inferior sagital sinus,,,,,,,
1.2.826.0.1.3680043.8.498.31904828817762133812005787429884769693.nii.gz,0.805758,112.83283,190.0565,388.70828,10.200122,10.138029,12.516763,1.0,,,Tentorial venous sinus ,,,,,,,
1.2.826.0.1.3680043.8.498.31945544492434597660302440378406164160.nii.gz,0.9563628,161.9235,198.24141,352.9587,7.680769,12.347395,12.810317,,,,Venous varyx  arising a tentorial sinus,,,,,,,
1.2.826.0.1.3680043.8.498.31945544492434597660302440378406164160.nii.gz,0.89628285,205.1355,270.57867,295.45813,18.38931,17.44032,18.29434,1.0,,,Vein of Galen with restricted anatomy ,,,,,,,
1.2.826.0.1.3680043.8.498.32210685180419121917365014013631244692.nii.gz,0.92106825,132.37486,450.4285,429.02643,8.050458,10.677573,10.493243,,,1.0,Left ICA clinoid segment aneurysm that is medially directed,,,,,,,
1.2.826.0.1.3680043.8.498.32585999412145445790292248059603142647.nii.gz,0.92355514,111.398636,383.8051,382.97012,34.292156,64.45647,66.921875,,,,"Giant aneurysm of the left ICA, laterally directed, clinoid segment",FIX BB,66.0,80.0,84.0,133.0,379.0,382.0
1.2.826.0.1.3680043.8.498.32742238893773024005317811719090082607.nii.gz,0.9022338,125.48657,260.73282,352.09805,13.580965,22.316126,19.602516,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.32967768908836964348503456093800460243.nii.gz,0.84776247,178.68886,196.40236,346.13757,12.356918,11.385782,12.287663,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.33101439560198906838616288664833680335.nii.gz,0.8557152,128.0885,309.6097,294.9016,37.876297,38.21706,40.67145,,,1.0,"Avm, perimensencephalic likely supplied by the PCA; definitely tentorial venous drainage and a venous varix in the nidus",,58.0,48.0,48.0,114.0,298.0,303.0
1.2.826.0.1.3680043.8.498.33282611756602598852430428761051388617.nii.gz,0.85072124,215.23514,219.74405,305.5158,14.613392,13.264278,15.121585,1.0,,,Pineal gland,,,,,,,
1.2.826.0.1.3680043.8.498.33282611756602598852430428761051388617.nii.gz,0.81365323,233.55785,182.94453,310.67624,21.846912,18.54604,17.548811,1.0,,,Vein of Galen with restricted anatomy ,,,,,,,
1.2.826.0.1.3680043.8.498.33789953602683757116927708606798309105.nii.gz,0.93969077,174.98355,519.6538,411.67545,6.5182943,9.4207325,9.269629,,,1.0,Small left ICA PCOMM aneurysm,"Slightly larger  right PCOMM aneurysm vs infundibulum 173, 518, 369, 10,10,10 |",,,,174.0,411.0,520.0
1.2.826.0.1.3680043.8.498.33789953602683757116927708606798309105.nii.gz,0.83654004,175.31085,513.55774,417.88953,5.2851334,7.9452643,7.554074,,,1.0," Left anterior choroidal artery aneurysm 176, 513, 419, 8,8.8 - this artery supplies the choroid plexus",,8.0,8.0,8.0,176.0,419.0,513.0
1.2.826.0.1.3680043.8.498.33789953602683757116927708606798309105.nii.gz,0.82347524,201.02007,382.70883,331.66016,21.027536,14.01902,18.369352,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.34802588129024719779720167752927019812.nii.gz,0.8828059,164.17665,150.26231,382.68533,7.4463673,10.385833,12.005087,1.0,,,Tentorial venous sinus,,,,,,,
1.2.826.0.1.3680043.8.498.34802588129024719779720167752927019812.nii.gz,0.8506661,223.42345,190.59541,252.90184,16.48016,14.649329,16.385258,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.34802588129024719779720167752927019812.nii.gz,0.8143262,178.13019,327.55026,279.24146,15.368186,15.060428,21.50035,,,1.0,Large posteriorily directed PCOMM ICA aneurysm,replace gt,20.0,40.0,25.0,179.0,281.0,319.0
1.2.826.0.1.3680043.8.498.34913942214229672276695598774459934099.nii.gz,0.9252584,154.47932,375.47156,261.61288,31.895811,29.827864,32.607464,,,1.0,MCA M1-M2 junction aneurysm,,,,,156.0,263.0,376.0
1.2.826.0.1.3680043.8.498.35515324857027062239734629776812664200.nii.gz,0.8498917,179.27597,89.019226,246.57547,9.481673,15.60985,12.775483,1.0,,,Tentorial sinus arising from the torcular,,,,,,,
1.2.826.0.1.3680043.8.498.35656349678574802393224461085662501746.nii.gz,0.8011983,209.35,284.24747,340.66962,25.666553,25.01588,18.717714,1.0,,,Vein of Galen with restricted anatomy ,,,,,,,
1.2.826.0.1.3680043.8.498.36193013212985181186448240191973890918.nii.gz,0.8320957,51.604137,141.51973,301.089,12.62959,17.346144,13.459084,1.0,,,Extracranial suboccipital vein,,,,,,,
1.2.826.0.1.3680043.8.498.36399520682646023101389719362533502605.nii.gz,0.8577372,155.1564,279.8272,270.75256,8.198974,7.589766,8.763438,,,1.0,Basilar tip aneurysm,Replace GT,10.0,10.0,8.763438,154.0,271.0,280.0
1.2.826.0.1.3680043.8.498.36399520682646023101389719362533502605.nii.gz,0.8443681,168.00392,319.3661,235.65346,5.4777794,5.9761567,7.597928,,,1.0,"Tiny anterioirily right ICA terminus aneurysm, unusual orientation",,8.0,6.0,7.597928,168.0,236.0,318.0
1.2.826.0.1.3680043.8.498.36779045036166094717913148626029695562.nii.gz,0.8173166,262.06204,384.93207,344.08536,4.0566707,9.588397,7.9182057,1.0,,,"Left cavernous ICA,  ectasia with adjacent calcification",,,,,,,
1.2.826.0.1.3680043.8.498.36812477383471426955018819718039365550.nii.gz,0.86901826,171.24806,340.71902,498.09875,8.623273,12.009141,12.981088,1.0,,,Tentorial sinus,,,,,,,
1.2.826.0.1.3680043.8.498.37057143181493564224798865433951903198.nii.gz,0.80503714,286.35797,209.31917,364.85983,29.04677,17.732874,24.86933,1.0,,,Falx calcification,,,,,,,
1.2.826.0.1.3680043.8.498.37086262716517957668471635372810376638.nii.gz,0.8055236,192.73239,190.60597,373.4515,5.6935387,8.494141,7.4395943,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.37119176599927482836108190997245956253.nii.gz,0.8223867,188.12386,437.3949,350.37112,7.1863737,9.91869,9.64885,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.37171530448157364664585966593614700332.nii.gz,0.8196391,186.2351,213.01167,169.13939,25.167,28.752455,22.899055,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.37171530448157364664585966593614700332.nii.gz,0.8165876,212.25708,216.70236,191.37769,9.320311,8.25228,9.096702,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.37558234530860447610140916871293069077.nii.gz,0.8392937,71.016785,322.46503,362.0438,11.07818,13.471404,12.103673,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.37922917666824358838036846792620860259.nii.gz,0.90078354,58.70536,91.72181,352.8186,57.422874,55.735115,59.141273,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.37951093384729788879709120326238732861.nii.gz,0.8008922,182.81319,436.9662,270.56573,10.897636,7.3983555,7.8254004,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.38466912741066856938434733625724264224.nii.gz,0.9398751,158.29225,358.41077,181.64522,8.869375,8.442651,8.669345,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.38466912741066856938434733625724264224.nii.gz,0.88286966,133.11842,339.8331,248.39981,5.1284127,7.8846793,8.131659,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.39220532408854295717286600652408068899.nii.gz,0.81588346,145.11827,181.71875,204.16252,21.34706,19.650574,22.247305,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.39482234772208256085673009463054262423.nii.gz,0.8531064,151.58734,416.43695,267.30704,3.702248,10.160261,9.65451,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.39482234772208256085673009463054262423.nii.gz,0.8010491,46.439022,415.58905,395.3921,22.592775,39.72676,41.480694,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.39640919070091958876744231048011388614.nii.gz,0.83547544,118.77807,430.39017,348.98877,7.1812406,8.231238,10.556886,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.39667623622110927070697093616586975942.nii.gz,0.84042937,308.63864,202.27034,334.0497,25.135683,21.154383,26.244999,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.39667623622110927070697093616586975942.nii.gz,0.8281904,160.13718,233.49579,413.6248,6.99818,9.114923,8.676545,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.39667623622110927070697093616586975942.nii.gz,0.82549673,236.38284,264.40808,327.37943,29.095951,16.651524,18.754442,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.40031934637798936475622488155295421161.nii.gz,0.91867226,173.87514,405.4151,377.0469,11.834244,14.177685,13.080925,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.40188121116153546781742510879472501209.nii.gz,0.86383975,291.33493,485.64917,279.50153,5.3461666,5.7020426,6.4051137,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.40402571428459178954472078378902050472.nii.gz,0.8360549,292.6786,304.08243,168.42744,9.763731,9.385668,9.291102,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.40499156229797942175102861717242994172.nii.gz,0.9208696,335.69574,401.9338,294.32236,11.321223,14.516527,10.429661,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.40499156229797942175102861717242994172.nii.gz,0.81817573,151.81934,367.11066,319.08994,8.618028,10.4026,10.921576,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.41026369801511527128057567756239243878.nii.gz,0.84681,31.987217,315.0887,192.8472,9.801865,12.7629595,10.163841,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.41726490859735127648528963840193429447.nii.gz,0.80821955,173.81763,319.33194,299.9331,29.677328,41.09566,24.269146,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42000704655533749368355698066020418347.nii.gz,0.8145475,176.42854,309.83337,314.64386,13.276007,13.574565,16.444448,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42092450058597943280470345107435382425.nii.gz,0.81843704,148.27457,244.54489,321.76373,9.665182,11.649435,9.650214,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42283717699474835368300358810420653353.nii.gz,0.874079,204.57549,278.95316,259.96747,12.370741,10.017419,10.068992,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42283717699474835368300358810420653353.nii.gz,0.870345,75.88841,260.53668,255.56104,42.24931,58.035084,61.566463,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42283717699474835368300358810420653353.nii.gz,0.8550511,152.07828,98.0842,297.25516,6.6816177,13.317818,11.361558,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42283717699474835368300358810420653353.nii.gz,0.8088987,183.13306,277.40332,251.08226,11.624808,9.450998,10.505703,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42478935018995479096751909852822697451.nii.gz,0.8257575,184.62756,298.3438,368.78357,15.7540245,21.372974,22.02956,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42478935018995479096751909852822697451.nii.gz,0.8196879,128.70685,225.20328,335.14734,5.7068524,10.538905,9.713625,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42986083907329271828625264464371205932.nii.gz,0.8906245,158.25978,168.70732,320.06723,5.8196754,11.030755,8.638939,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42986083907329271828625264464371205932.nii.gz,0.88042116,208.53192,247.00163,292.87814,27.886482,20.67064,22.320873,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.42986083907329271828625264464371205932.nii.gz,0.8439941,26.471102,223.76111,224.22705,9.051659,15.566572,14.74963,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.43147198953439664211208725810044788145.nii.gz,0.833133,134.7301,144.39456,258.93085,10.697641,12.084557,15.997554,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.43151672661583424229274822229855880536.nii.gz,0.90358233,211.74403,351.17014,341.52048,9.417586,10.359653,13.762043,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.43151672661583424229274822229855880536.nii.gz,0.8936955,121.81179,246.36198,140.73529,12.877445,12.443127,12.413875,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.43368901649738510387280458806944013459.nii.gz,0.8702776,206.20416,241.7558,304.00833,18.499657,30.438627,25.091805,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.43368901649738510387280458806944013459.nii.gz,0.8335614,211.31775,267.15097,423.0381,6.184312,6.884825,5.360519,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.43368901649738510387280458806944013459.nii.gz,0.8145427,143.82722,387.11322,324.8825,7.22396,7.1271033,9.067256,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.44759787826643682749003517202115793631.nii.gz,0.8208151,209.1238,259.8442,358.3483,14.641005,24.554003,23.584599,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.45425062975952645100836487257838113141.nii.gz,0.91054493,28.325542,366.11716,264.69794,29.092659,26.568533,24.382673,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.46019842822001510113829525162960413136.nii.gz,0.80662143,139.0875,95.96392,224.37384,44.146683,58.589706,58.772877,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.47179992217619016008614968004097429266.nii.gz,0.9022491,199.70175,185.71457,169.02013,10.02633,8.984813,8.965931,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.47196185232058799670107847009794698662.nii.gz,0.8192406,207.6637,365.55365,354.28082,37.53824,20.668297,20.40294,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.47196185232058799670107847009794698662.nii.gz,0.81444794,171.15791,350.55984,288.48914,10.448928,8.545267,9.750196,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.47224954818258018398557128567835568484.nii.gz,0.89780164,368.87415,18.578327,178.1477,32.712933,38.03783,35.86116,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.48185548744402384298395258665138837774.nii.gz,0.85370016,207.85045,323.23804,319.41013,38.563675,22.626816,19.77153,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.48475183315704747033377720148723313443.nii.gz,0.849451,167.17418,332.45337,325.89032,11.738344,14.2317295,14.100926,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.49121102538534209383575208651267910076.nii.gz,0.81697756,305.70535,139.89563,282.0786,31.310015,22.705385,24.254082,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.49433698646057367235066803789966438189.nii.gz,0.9309505,212.31364,424.66977,390.60565,20.264042,24.149303,24.519125,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.49433698646057367235066803789966438189.nii.gz,0.8503868,19.948803,367.84293,342.59634,13.511163,17.931902,15.856239,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.49433698646057367235066803789966438189.nii.gz,0.8188994,155.46292,516.3218,411.18747,6.353412,6.9532714,8.440769,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.49433698646057367235066803789966438189.nii.gz,0.81155884,217.77855,419.14545,336.83893,11.380164,10.897143,12.339954,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.49628117859593196225150487757795905912.nii.gz,0.86706644,160.26872,304.03955,255.93672,8.810246,10.091083,10.67653,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.49681300887252333468000175475232676538.nii.gz,0.82609034,164.32654,391.4574,343.11914,11.706423,10.30176,13.265956,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.50225492481619106877061615742941299469.nii.gz,0.9221387,156.32587,341.1448,287.747,13.109712,12.063223,13.018285,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.50225492481619106877061615742941299469.nii.gz,0.8564971,183.33931,230.00342,240.73636,12.357455,12.075061,11.602152,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.50337481571198537291354578460108484771.nii.gz,0.8102722,305.75946,375.92166,279.21484,24.535776,18.120445,15.298603,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.50566332014953466584692099043799742978.nii.gz,0.8862414,251.72604,302.46747,401.1405,34.382442,23.167917,22.12542,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.51249992500610276897042854660773104732.nii.gz,0.93045837,186.08762,423.25006,264.36377,10.2949705,11.540206,9.997849,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.51312231591844810971021970472572072134.nii.gz,0.8487603,105.852715,450.38556,231.37311,9.449179,10.471841,8.958883,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.51312231591844810971021970472572072134.nii.gz,0.8262794,192.43423,325.1021,344.58685,37.64748,19.078108,18.09245,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.51348218762524412674260133592510642248.nii.gz,0.9149724,255.34857,291.05728,194.72061,61.61998,59.009235,57.825253,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.51348218762524412674260133592510642248.nii.gz,0.819956,252.66847,285.3023,244.58951,59.605003,55.704075,39.203213,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.51390554904758213032957793228713956294.nii.gz,0.82325333,231.08868,316.629,417.9757,6.566952,7.0215683,7.313415,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.51443014477247944523402958716070131562.nii.gz,0.9212196,110.02542,309.99692,262.85007,10.409314,9.208987,10.951759,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.51916366869443191457252790682305311171.nii.gz,0.84877425,177.0239,326.74106,271.4867,4.405913,6.5789604,7.1940184,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.51916366869443191457252790682305311171.nii.gz,0.806621,161.23618,341.08502,244.25739,4.5548778,5.2036514,7.7222342,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.52814086872371141704447585764783792733.nii.gz,0.9020531,151.38098,359.55966,339.306,9.571954,10.845837,12.5405445,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.53260135927311502791330894194506122343.nii.gz,0.81379044,131.86798,322.17807,190.98701,10.621823,9.720274,10.69172,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.53765828347047740949708716217765934756.nii.gz,0.85688907,296.25577,344.81244,248.05157,6.140575,8.562911,6.7080517,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.53972120099963092974563736239908025318.nii.gz,0.93007,45.733276,316.36502,420.4536,11.437531,12.425905,13.227901,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.53972120099963092974563736239908025318.nii.gz,0.8319781,189.98352,345.4059,368.943,8.289397,9.355313,9.051865,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.54842744527557775526326812986426236552.nii.gz,0.9264285,130.91544,145.26059,251.86316,10.736253,13.687788,12.219994,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.54946536871644307161766767010831996806.nii.gz,0.82002187,192.15442,197.36768,293.62836,18.475851,35.23045,29.38294,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.54946536871644307161766767010831996806.nii.gz,0.8100207,246.60419,419.10345,280.0427,47.677925,32.009663,23.547943,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.54946536871644307161766767010831996806.nii.gz,0.80279016,305.1329,194.95782,383.95746,32.775566,62.15316,69.98325,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.55037011404554315490872133269302987683.nii.gz,0.83097166,158.0622,363.52414,275.75104,5.4441743,9.374005,10.118392,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.55059813335313689207953668407134096515.nii.gz,0.8949078,192.80142,301.2081,325.97534,12.031281,8.064368,9.690463,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.55059813335313689207953668407134096515.nii.gz,0.857742,218.73299,222.50197,244.57486,11.77862,11.326942,12.807415,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.55842513583959788633621451208426913881.nii.gz,0.8810234,222.14597,315.92743,279.4409,11.9305315,13.225416,11.371421,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.56109731607412273442907651635753012241.nii.gz,0.8919227,87.21558,249.65594,354.3661,7.2021127,9.700138,9.798415,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.56867346585094457716984380929416039466.nii.gz,0.8864851,99.12608,283.3993,309.1793,8.560923,7.614104,10.020009,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.57273096020819966441123339060557462721.nii.gz,0.8430996,176.91844,299.51324,361.91455,10.489852,12.016759,10.247919,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.57883860342392736513386007854621904708.nii.gz,0.84747523,209.74529,175.68736,283.26196,37.194237,33.555122,21.819374,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.57981189400540639715305541133864142671.nii.gz,0.81681085,189.47284,406.3477,353.1574,5.893075,7.5776906,7.150356,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.57981189400540639715305541133864142671.nii.gz,0.8040321,211.44504,419.53375,315.9227,7.6809015,9.092377,10.329019,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.58549969738343830674191276257014554723.nii.gz,0.8543302,293.81012,536.58984,476.09256,6.473788,11.078987,8.719209,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.58611233316672173480399067136043036711.nii.gz,0.8431953,206.31693,245.14034,300.1748,30.095964,22.494274,21.458666,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.58846672808592864942047385190246151832.nii.gz,0.9286506,191.92754,138.48668,308.86212,14.082797,21.560095,18.13409,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.58846672808592864942047385190246151832.nii.gz,0.826894,325.27032,257.55005,302.5339,6.490805,8.781749,11.799689,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.59150546058906697383274659656926578781.nii.gz,0.94320303,203.26025,209.94379,284.38083,24.345428,30.13147,29.200788,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.59150546058906697383274659656926578781.nii.gz,0.899559,141.92941,352.05515,294.6289,9.31589,9.004223,9.81458,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.59443674780502123216715074701225517721.nii.gz,0.8697204,405.52213,15.967087,183.8242,42.33816,33.16372,48.044483,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.59517239580751982982832341745239741598.nii.gz,0.8384353,208.57607,245.51662,321.70468,19.496874,19.538626,20.365934,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.59649738901080755732861537901378237650.nii.gz,0.82881856,153.75752,283.81165,225.7911,6.810305,8.582578,8.804632,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.60420700810182523299765016927552787250.nii.gz,0.82100606,253.79216,484.4456,322.72467,12.461992,14.387695,15.879515,,,,,,,,,,,
