SeriesInstanceUID,SOPInstanceUID,RescaleSlope,RescaleIntercept,MinVal,MaxVal,TopLeft
1.2.826.0.1.3680043.8.498.10743199796364362163988736837321335182,1.2.826.0.1.3680043.8.498.76905755962577410123433958012084895596,1.0,0.0,-1024,418,-1024
1.2.826.0.1.3680043.8.498.10702390433258656600609672523581904940,1.2.826.0.1.3680043.8.498.48845793476846225587864819534865984587,1.0,-1024.0,-1024,3071,-1009
1.2.826.0.1.3680043.8.498.12600056406312244714678292907491453656,1.2.826.0.1.3680043.8.498.93386010471664189059397307727076978352,1.0,0.0,-1030,2879,-1024
1.2.826.0.1.3680043.8.498.78103250218882398697998659803090318549,1.2.826.0.1.3680043.8.498.11797521114656018966536033225918661739,1.0,0.0,-1039,2487,-976
1.2.826.0.1.3680043.8.498.70617687980791948824047362191510436337,1.2.826.0.1.3680043.8.498.84724363211967774779641893935314722783,1.0,-8192.0,-1048,2345,-993
1.2.826.0.1.3680043.8.498.88594690976723668476988084326754337922,1.2.826.0.1.3680043.8.498.23326575517297892589632497967373928842,1.0,0.0,-1051,2379,-1024
1.2.826.0.1.3680043.8.498.78749654116222000332112437396633060615,1.2.826.0.1.3680043.8.498.65064331360355084982201455835778908269,1.0,0.0,-1054,1791,-1024
1.2.826.0.1.3680043.8.498.50241233088534910114736887318508484246,1.2.826.0.1.3680043.8.498.10995955230310646936272537321987541357,1.0,0.0,-1062,2195,-1024
1.2.826.0.1.3680043.8.498.11447542941959800581541313722844637822,1.2.826.0.1.3680043.8.498.49081431297828876486466147201161061799,1.0,-8192.0,-1066,1936,-1005
1.2.826.0.1.3680043.8.498.11972632345617138006972376746856981442,1.2.826.0.1.3680043.8.498.88865414927666101637999810233696878501,1.0,-8192.0,-1068,1890,-996
1.2.826.0.1.3680043.8.498.12073660042268180923540565125477883696,1.2.826.0.1.3680043.8.498.37592643307951768819740258033283604353,1.0,-8192.0,-1068,2160,-1008
1.2.826.0.1.3680043.8.498.68810137235418152846696391454919164488,1.2.826.0.1.3680043.8.498.60540964976662755379337600059938842708,10.0,-10240.0,-1080,1720,-1000
1.2.826.0.1.3680043.8.498.85194127744027521640385594083387862534,1.2.826.0.1.3680043.8.498.12615455789667266241712829756571423891,10.0,-10240.0,-1080,1830,-1000
1.2.826.0.1.3680043.8.498.68810137235418152846696391454919164488,1.2.826.0.1.3680043.8.498.60540964976662755379337600059938842708,10.0,-10240.0,-1080,1720,-1000
1.2.826.0.1.3680043.8.498.14403250604308866073664799878377718380,1.2.826.0.1.3680043.8.498.36093891165427060986487033060306921189,1.0,-8192.0,-1085,2039,-1002
1.2.826.0.1.3680043.8.498.77257791208759842602760935296318202703,1.2.826.0.1.3680043.8.498.18004782045342417340718516403383327592,1.0,-8192.0,-1086,2335,-986
1.2.826.0.1.3680043.8.498.33022715498595709274949165859220590152,1.2.826.0.1.3680043.8.498.94942034329315969060355207445435936389,1.0,-8192.0,-1088,1911,-1007
1.2.826.0.1.3680043.8.498.23921915557470401630220385665716584839,1.2.826.0.1.3680043.8.498.10987398505265707406738262383314073579,10.0,-10240.0,-1089,1609,-1000
1.2.826.0.1.3680043.8.498.45425062975952645100836487257838113141,1.2.826.0.1.3680043.8.498.28356880476480618457535628114899164196,10.0,-10240.0,-1090,1719,-1000
1.2.826.0.1.3680043.8.498.12372284943208508603352754896942488368,1.2.826.0.1.3680043.8.498.12625531378052275610033881645726496727,10.0,-10240.0,-1090,1900,-1000
1.2.826.0.1.3680043.8.498.36443625343531388305055901549893511033,1.2.826.0.1.3680043.8.498.43040815814156038364800069051704218550,10.0,-10240.0,-1090,2490,-1010
1.2.826.0.1.3680043.8.498.26874971941885222244242369278234202718,1.2.826.0.1.3680043.8.498.41848588771499795337633910430653130064,1.0,-1024.0,-1094,1677,-1094
1.2.826.0.1.3680043.8.498.78749654116222000332112437396633060615,1.2.826.0.1.3680043.8.498.45825161297784234150153934234560418594,1.0,0.0,-1095,1869,-1024
1.2.826.0.1.3680043.8.498.11180702896126949393854398686563453074,1.2.826.0.1.3680043.8.498.12513267546910054901653314350335144672,1.0,-1024.0,-1096,1826,-1096
1.2.826.0.1.3680043.8.498.11655058622515661344492641900135368017,1.2.826.0.1.3680043.8.498.65797398511041023260918864731085810390,1.0,-1024.0,-1096,1800,-1096
1.2.826.0.1.3680043.8.498.25651859650891191274326769018542733321,1.2.826.0.1.3680043.8.498.10344158976559660553007418087989509742,1.0,-1024.0,-1096,1785,-1096
1.2.826.0.1.3680043.8.498.12955426866012680745915488400295308978,1.2.826.0.1.3680043.8.498.21639890826746190386416356789668885829,1.0,-1024.0,-1097,1883,-1097
1.2.826.0.1.3680043.8.498.10734061825977744660754214019812994234,1.2.826.0.1.3680043.8.498.13365128796598778172628025656061549173,1.0,-1024.0,-1097,1845,-1097
1.2.826.0.1.3680043.8.498.73363802537202567743454640766773851605,1.2.826.0.1.3680043.8.498.77323480476758990214465404440591104347,1.0,-1024.0,-1097,1870,-1097
1.2.826.0.1.3680043.8.498.35249064516582051161715228902111227722,1.2.826.0.1.3680043.8.498.46655074277982784900400487093562908699,1.0,-1024.0,-1097,1853,-1097
1.2.826.0.1.3680043.8.498.10925835367566060680558681418372812622,1.2.826.0.1.3680043.8.498.82982909690421150148897320308131095477,1.0,-1024.0,-1097,1858,-1097
1.2.826.0.1.3680043.8.498.33789953602683757116927708606798309105,1.2.826.0.1.3680043.8.498.62774204006180961327842223532409492510,1.0,-1024.0,-1097,1887,-1097
1.2.826.0.1.3680043.8.498.89611492483154570777544423877408176121,1.2.826.0.1.3680043.8.498.63437308231918307730202350021958233739,1.0,-1024.0,-1097,1894,-1097
1.2.826.0.1.3680043.8.498.35249064516582051161715228902111227722,1.2.826.0.1.3680043.8.498.10779711390812231728962302874802595190,1.0,-1024.0,-1097,1852,-1097
1.2.826.0.1.3680043.8.498.35249064516582051161715228902111227722,1.2.826.0.1.3680043.8.498.35700135696828723220867175688168493959,1.0,-1024.0,-1097,1855,-1097
1.2.826.0.1.3680043.8.498.99171153540341946985914566129402632185,1.2.826.0.1.3680043.8.498.42095504800762772378065875760473049413,1.0,-1024.0,-1098,1958,-1098
1.2.826.0.1.3680043.8.498.54281946541008473368224204907238101702,1.2.826.0.1.3680043.8.498.55590414755486634196624242922243687064,1.0,-1024.0,-1098,1947,-1098
1.2.826.0.1.3680043.8.498.92288063738078674761481164826047572305,1.2.826.0.1.3680043.8.498.86301178126899357601209190512973913782,1.0,-1024.0,-1098,1958,-1098
1.2.826.0.1.3680043.8.498.58396654115790491705460442015840632430,1.2.826.0.1.3680043.8.498.66811988047602232754244894093007450069,1.0,-1024.0,-1098,1953,-1098
1.2.826.0.1.3680043.8.498.98833462585750315259482760825446643729,1.2.826.0.1.3680043.8.498.23987034845105649924378625281445893762,10.0,-10240.0,-1099,1839,-1000
1.2.826.0.1.3680043.8.498.11975102890487716267216086200252125540,1.2.826.0.1.3680043.8.498.50823604964482023180108221803129632984,1.0,-1024.0,-1099,2018,-1099
1.2.826.0.1.3680043.8.498.39667623622110927070697093616586975942,1.2.826.0.1.3680043.8.498.74204154797747893575254317261658652737,10.0,-10240.0,-1099,1629,-1000
1.2.826.0.1.3680043.8.498.68661674022446939460384774274801398807,1.2.826.0.1.3680043.8.498.92718763880290266502474526115082588051,1.0,-1024.0,-1099,2011,-1099
1.2.826.0.1.3680043.8.498.12101835431483950635892927646678745059,1.2.826.0.1.3680043.8.498.28497007260163851106013996177825262483,1.0,-1024.0,-1099,1979,-1099
1.2.826.0.1.3680043.8.498.78749654116222000332112437396633060615,1.2.826.0.1.3680043.8.498.12417483903340132069033812636126028447,1.0,0.0,-1099,2118,-1024
1.2.826.0.1.3680043.8.498.45425062975952645100836487257838113141,1.2.826.0.1.3680043.8.498.13072567478210372404855067633127053200,10.0,-10240.0,-1099,1730,-1000
1.2.826.0.1.3680043.8.498.42454683313962669129248153376638863722,1.2.826.0.1.3680043.8.498.13266464217675733853708956663047644125,1.0,-1024.0,-1099,1992,-1099
1.2.826.0.1.3680043.8.498.40710405010595498600480859263147766861,1.2.826.0.1.3680043.8.498.76975525299075086480090256437609523020,10.0,-10240.0,-1100,1710,-990
1.2.826.0.1.3680043.8.498.13255560528351140054227822248955714508,1.2.826.0.1.3680043.8.498.92969603229961182983001448586168122270,1.0,-1024.0,-1100,2087,-1100
1.2.826.0.1.3680043.8.498.95531755443872326226082885970681631031,1.2.826.0.1.3680043.8.498.25800192188389704426386568921404110180,10.0,-10240.0,-1100,1820,-1000
1.2.826.0.1.3680043.8.498.37057143181493564224798865433951903198,1.2.826.0.1.3680043.8.498.57466349217364350720595573022374085474,10.0,-10240.0,-1100,1950,-1010
1.2.826.0.1.3680043.8.498.45626258299106569658885601860214411568,1.2.826.0.1.3680043.8.498.45227640204799374569596595412029122816,1.0,-1024.0,-1100,2058,-1100
1.2.826.0.1.3680043.8.498.10843288560910004558081082597234683103,1.2.826.0.1.3680043.8.498.52735654348729179289737731303223326692,10.0,-10240.0,-1100,1890,-1010
1.2.826.0.1.3680043.8.498.90990838555936406474863315476139779302,1.2.826.0.1.3680043.8.498.43821413723876972913058913218249705473,10.0,-10240.0,-1100,1870,-1000
1.2.826.0.1.3680043.8.498.80461517820710375402982229582943598734,1.2.826.0.1.3680043.8.498.13135098617890605299446497834572889774,1.0,-1024.0,-1101,2163,-1101
1.2.826.0.1.3680043.8.498.42894198144563275431526493302486636360,1.2.826.0.1.3680043.8.498.62840740600437944956277552492089366231,1.0,-1024.0,-1102,2182,-1102
1.2.826.0.1.3680043.8.498.45626258299106569658885601860214411568,1.2.826.0.1.3680043.8.498.13209614233532939518874549297552585940,1.0,-1024.0,-1103,2284,-1103
1.2.826.0.1.3680043.8.498.10743681379266627714143743478938138250,1.2.826.0.1.3680043.8.498.77657658001419214157705064382063507819,1.0,-1024.0,-1104,2374,-1104
1.2.826.0.1.3680043.8.498.10195070873338721244150818495996796822,1.2.826.0.1.3680043.8.498.44185937258859556516668591199094598570,1.0,-1024.0,-1106,2451,-1106
1.2.826.0.1.3680043.8.498.30712831797313255569993582648348033677,1.2.826.0.1.3680043.8.498.98686558018964654281914094685111043538,1.0,-8192.0,-1109,6283,-1019
1.2.826.0.1.3680043.8.498.11140749381284703697463059911059675843,1.2.826.0.1.3680043.8.498.10141349508579008995019103187336733869,10.0,-10240.0,-1110,1830,-1000
1.2.826.0.1.3680043.8.498.64356599079437255412013580982881766824,1.2.826.0.1.3680043.8.498.94796959664246690209326937802155521160,10.0,-10240.0,-1110,2070,-990
1.2.826.0.1.3680043.8.498.26528528245840885872113696413878955025,1.2.826.0.1.3680043.8.498.10852793454744944901200724704405610240,10.0,-10240.0,-1110,1650,-1000
1.2.826.0.1.3680043.8.498.71117173363967202350045709912757627434,1.2.826.0.1.3680043.8.498.25675391839070074564030732414035319610,10.0,-10240.0,-1110,1910,-1010
1.2.826.0.1.3680043.8.498.12305532574743349097112160025098568126,1.2.826.0.1.3680043.8.498.65643729555233994718381446152369070734,10.0,-10240.0,-1110,1810,-1030
1.2.826.0.1.3680043.8.498.42894198144563275431526493302486636360,1.2.826.0.1.3680043.8.498.33570330514327045394590626142612965930,1.0,-1024.0,-1115,3071,-1115
1.2.826.0.1.3680043.8.498.43147198953439664211208725810044788145,1.2.826.0.1.3680043.8.498.12105235665178600259828105772066013605,10.0,-10240.0,-1120,1820,-1000
1.2.826.0.1.3680043.8.498.19026389188000489949768133839482682458,1.2.826.0.1.3680043.8.498.13632337381290647279153477831574906823,10.0,-10240.0,-1120,1880,-1000
1.2.826.0.1.3680043.8.498.21260959075009618650373648885000992787,1.2.826.0.1.3680043.8.498.40681760441582480175881600437421462243,10.0,-10240.0,-1120,1800,-990
1.2.826.0.1.3680043.8.498.12068937455620503195022412275762017161,1.2.826.0.1.3680043.8.498.14091654234440156138601925433961432811,10.0,-10240.0,-1120,1850,-1000
1.2.826.0.1.3680043.8.498.11338876817962839639307338648743335890,1.2.826.0.1.3680043.8.498.82733863317127121215607404170384479384,10.0,-10240.0,-1120,1860,-990
1.2.826.0.1.3680043.8.498.11140749381284703697463059911059675843,1.2.826.0.1.3680043.8.498.12571967306383271645549533628635719988,10.0,-10240.0,-1120,3230,-1000
1.2.826.0.1.3680043.8.498.96059267320928260825088430577621547575,1.2.826.0.1.3680043.8.498.11042220076040492939597052056645434321,10.0,-10240.0,-1130,1699,-1000
1.2.826.0.1.3680043.8.498.19026389188000489949768133839482682458,1.2.826.0.1.3680043.8.498.55147832818694045783883880807353813532,10.0,-10240.0,-1140,3060,-1000
1.2.826.0.1.3680043.8.498.77257791208759842602760935296318202703,1.2.826.0.1.3680043.8.498.10167706383976336164068768321596755731,1.0,-8192.0,-1152,2325,-1008
1.2.826.0.1.3680043.8.498.40188121116153546781742510879472501209,1.2.826.0.1.3680043.8.498.76150058709973577922440831695635655888,1.0,-8192.0,-1263,1843,-1011
1.2.826.0.1.3680043.8.498.84694960173163498808360597582848036806,1.2.826.0.1.3680043.8.498.13275747420575644793801156093658066773,1.0,0.0,-2048,1858,-2048
1.2.826.0.1.3680043.8.498.12158030963527205648106853493810575829,1.2.826.0.1.3680043.8.498.49001542613062343013585105634149752185,1.0,0.0,-2048,1890,-2048
1.2.826.0.1.3680043.8.498.10077108087009955586144859725246456654,1.2.826.0.1.3680043.8.498.82204877903421400705539137371757029750,1.0,0.0,-2048,3038,-2048
1.2.826.0.1.3680043.8.498.10086325220791440678552106812785190149,1.2.826.0.1.3680043.8.498.39269756868367929000192187307211522245,1.0,0.0,-2048,2008,-2048
1.2.826.0.1.3680043.8.498.10042474696169267476037627878420766468,1.2.826.0.1.3680043.8.498.89290443797896401250726247228233676451,1.0,0.0,-2048,2597,-2048
1.2.826.0.1.3680043.8.498.66539348492649963220393394153335291909,1.2.826.0.1.3680043.8.498.95983033893509737387704547472486138029,1.0,0.0,-2048,1652,-2048
1.2.826.0.1.3680043.8.498.12013973639047348546523188763695352068,1.2.826.0.1.3680043.8.498.20161157888291164264207066889839723874,1.0,0.0,-2048,1981,-2048
1.2.826.0.1.3680043.8.498.10034081836061566510187499603024895557,1.2.826.0.1.3680043.8.498.71237104731452368587327801789352569583,1.0,0.0,-2048,1900,-2048
1.2.826.0.1.3680043.8.498.66886574765471860867952209867524090563,1.2.826.0.1.3680043.8.498.48848912403847255547895505909098410148,1.0,0.0,-2048,2265,-2048
1.2.826.0.1.3680043.8.498.66886574765471860867952209867524090563,1.2.826.0.1.3680043.8.498.83800043863907213079584363054849381118,1.0,0.0,-2048,2266,-2048
1.2.826.0.1.3680043.8.498.11776647849315767034604749792786451836,1.2.826.0.1.3680043.8.498.67024424826447098389649873854381517884,1.0,0.0,-2048,1970,-2048
1.2.826.0.1.3680043.8.498.84707392127644362436394627030175191536,1.2.826.0.1.3680043.8.498.32126620955366666052801113085201544167,1.0,0.0,-2048,1939,-2048
1.2.826.0.1.3680043.8.498.97163905053638191562269043372648425734,1.2.826.0.1.3680043.8.498.44928962470244394186503134812671676504,1.0,0.0,-2048,1734,-2048
1.2.826.0.1.3680043.8.498.63659290871058751026573871222273656938,1.2.826.0.1.3680043.8.498.91795281262972385232393192415970584741,1.0,0.0,-2048,1892,-2048
1.2.826.0.1.3680043.8.498.59934779413089759685331417432235020206,1.2.826.0.1.3680043.8.498.28906511270292958661781359643019211764,1.0,0.0,-2048,1827,-2048
1.2.826.0.1.3680043.8.498.97107651418857846657194825329545320800,1.2.826.0.1.3680043.8.498.13183543238984413851781847063882496903,1.0,0.0,-2048,2346,-2048
1.2.826.0.1.3680043.8.498.10863499657940265441624573364151465623,1.2.826.0.1.3680043.8.498.80746361400603515601267223389876442376,1.0,0.0,-2048,2054,-2048
1.2.826.0.1.3680043.8.498.12013973639047348546523188763695352068,1.2.826.0.1.3680043.8.498.22077616704694869551010344003923016776,1.0,0.0,-2048,2000,-2048
1.2.826.0.1.3680043.8.498.99066873727045430654405278364404635012,1.2.826.0.1.3680043.8.498.40454133314772290213028211265554201675,1.0,0.0,-2048,1876,-2048
1.2.826.0.1.3680043.8.498.10863499657940265441624573364151465623,1.2.826.0.1.3680043.8.498.28821429039291902718265729246913109510,1.0,0.0,-2048,2053,-2048
1.2.826.0.1.3680043.8.498.10077108087009955586144859725246456654,1.2.826.0.1.3680043.8.498.12266633994987653675933635150110402475,1.0,0.0,-2048,3295,-2048
1.2.826.0.1.3680043.8.498.10095912539619532839962135126795591815,1.2.826.0.1.3680043.8.498.11055636149336572109028703043624909201,1.0,0.0,-2048,1697,-2048
1.2.826.0.1.3680043.8.498.85903550585118687381142058977043018521,1.2.826.0.1.3680043.8.498.89907839926431548816937727309562775571,1.0,0.0,-2048,1987,-2048
1.2.826.0.1.3680043.8.498.12149576118495606299683160138476587465,1.2.826.0.1.3680043.8.498.67532647200329881511513794231874496166,1.0,0.0,-2048,1978,-2048
1.2.826.0.1.3680043.8.498.10133805409448598100180344093077653742,1.2.826.0.1.3680043.8.498.36400433423389756361065295526919731370,1.0,0.0,-2048,2148,-2048
1.2.826.0.1.3680043.8.498.63366322873130473588246353790602273365,1.2.826.0.1.3680043.8.498.10452119190312893230141969840819776913,1.0,0.0,-2048,1673,-2048
1.2.826.0.1.3680043.8.498.98383259048464810068980318968150616903,1.2.826.0.1.3680043.8.498.10917996709143416404159434016621922571,1.0,0.0,-2048,1909,-2048
1.2.826.0.1.3680043.8.498.62627276909135443119003306904379780742,1.2.826.0.1.3680043.8.498.10622419450413330414840391296227387687,1.0,0.0,-2048,1669,-2048
1.2.826.0.1.3680043.8.498.10143240284902513794767720489625125957,1.2.826.0.1.3680043.8.498.77238922582709988246272778400362218752,1.0,0.0,-2048,1897,-2048
1.2.826.0.1.3680043.8.498.98233336366460896872714349461515659061,1.2.826.0.1.3680043.8.498.62891984802230411860869252311967544332,1.0,0.0,-2048,1969,-2048
1.2.826.0.1.3680043.8.498.98123758735027035609698227781754927939,1.2.826.0.1.3680043.8.498.11153706903117342883245244334839490067,1.0,0.0,-2048,1931,-2048
1.2.826.0.1.3680043.8.498.98123758735027035609698227781754927939,1.2.826.0.1.3680043.8.498.63762271640278600611104307996005591834,1.0,0.0,-2048,1938,-2048
1.2.826.0.1.3680043.8.498.97883653588668471699067059883730676269,1.2.826.0.1.3680043.8.498.44356094729765824019202825426503220208,1.0,0.0,-2048,1817,-2048
1.2.826.0.1.3680043.8.498.12140455131248066497632485642004879217,1.2.826.0.1.3680043.8.498.59228680353197980953427968151210704909,1.0,0.0,-2048,2119,-2048
1.2.826.0.1.3680043.8.498.59945860374739562788975869275435840740,1.2.826.0.1.3680043.8.498.60251545519756552658492295939276966205,1.0,0.0,-2048,2034,-2048
1.2.826.0.1.3680043.8.498.84981725244903448679332760533341510620,1.2.826.0.1.3680043.8.498.19437169066220621539836735226648691893,1.0,0.0,-2048,1986,-2048
1.2.826.0.1.3680043.8.498.11813421516659033221303340555469475669,1.2.826.0.1.3680043.8.498.74049410946486229933614603177358046766,1.0,0.0,-2048,1907,-2048
1.2.826.0.1.3680043.8.498.10760644681012726742070280772751417129,1.2.826.0.1.3680043.8.498.84270856419223040680709667294860110637,1.0,0.0,-2048,421,-2048
1.2.826.0.1.3680043.8.498.11813421516659033221303340555469475669,1.2.826.0.1.3680043.8.498.54539846296767843360284974236673162451,1.0,0.0,-2048,1934,-2048
1.2.826.0.1.3680043.8.498.60670218048819498377792714090864644130,1.2.826.0.1.3680043.8.498.10617620596175298837971339665636130152,1.0,0.0,-2048,1871,-2048
1.2.826.0.1.3680043.8.498.65654303333996310125136982540737772052,1.2.826.0.1.3680043.8.498.12396930547872420931440432475655311631,1.0,0.0,-2048,1714,-2048
1.2.826.0.1.3680043.8.498.82291720577563118704045189857045781368,1.2.826.0.1.3680043.8.498.74734066754833041550485869479178639738,1.0,0.0,-2048,2134,-2048
1.2.826.0.1.3680043.8.498.97107651418857846657194825329545320800,1.2.826.0.1.3680043.8.498.67184707223814454537634366793387376106,1.0,0.0,-2048,2247,-2048
1.2.826.0.1.3680043.8.498.10579235299209582351584770609917611683,1.2.826.0.1.3680043.8.498.48895473217042462223662117611999731934,1.0,0.0,-2048,1840,-2048
1.2.826.0.1.3680043.8.498.10624923817867514790723147290420763190,1.2.826.0.1.3680043.8.498.68578567649750459064736819377570480079,1.0,0.0,-2048,2005,-2048
1.2.826.0.1.3680043.8.498.10603321067992496978932502160661673268,1.2.826.0.1.3680043.8.498.46546299230498892201063080673910592618,1.0,0.0,-2048,1653,-2048
1.2.826.0.1.3680043.8.498.10602156717395509282545203380100998253,1.2.826.0.1.3680043.8.498.12933644527005268338535967503845096317,1.0,0.0,-2048,1971,-2048
1.2.826.0.1.3680043.8.498.10602156717395509282545203380100998253,1.2.826.0.1.3680043.8.498.50109132199445951854133683565774892169,1.0,0.0,-2048,1796,-2048
1.2.826.0.1.3680043.8.498.90272546526306161811446757328579665073,1.2.826.0.1.3680043.8.498.95586083282150382356374884557314978292,1.0,0.0,-2048,1960,-2048
1.2.826.0.1.3680043.8.498.90566551961568397765843574213999612104,1.2.826.0.1.3680043.8.498.10948532061400028373460395111449627317,1.0,0.0,-2048,2118,-2048
1.2.826.0.1.3680043.8.498.79099213587801933936080747802403048718,1.2.826.0.1.3680043.8.498.78941303138218679703363193905244900006,1.0,0.0,-2048,1838,-2048
1.2.826.0.1.3680043.8.498.84508266396934302763358408417044252870,1.2.826.0.1.3680043.8.498.94447008802680617136889205141452994349,1.0,0.0,-2048,1859,-2048
1.2.826.0.1.3680043.8.498.78930714044772158564004262491729921493,1.2.826.0.1.3680043.8.498.81959630200697272119614290696904066488,1.0,0.0,-2048,1736,-2048
1.2.826.0.1.3680043.8.498.90995727300579452640236411462040049910,1.2.826.0.1.3680043.8.498.15846971269199034073708041508445139460,1.0,0.0,-2048,1727,-2048
1.2.826.0.1.3680043.8.498.91047676047753956508746688595638730313,1.2.826.0.1.3680043.8.498.51664378391006351829050504675052457393,1.0,0.0,-2048,1676,-2048
1.2.826.0.1.3680043.8.498.91071025028740743009862270556438437091,1.2.826.0.1.3680043.8.498.12274368936750551926865992595370218802,1.0,0.0,-2048,1922,-2048
1.2.826.0.1.3680043.8.498.91291436640815225043070912555745572931,1.2.826.0.1.3680043.8.498.11762916800839569323005366239255718787,1.0,0.0,-2048,2283,-2048
1.2.826.0.1.3680043.8.498.10950979111755075304347564599831448092,1.2.826.0.1.3680043.8.498.12791504076440390704195056217081653689,1.0,0.0,-2048,511,-2048
1.2.826.0.1.3680043.8.498.82888898520648872460743201529597534381,1.2.826.0.1.3680043.8.498.30644400665005842903038578253674547712,1.0,0.0,-2048,4619,-2048
1.2.826.0.1.3680043.8.498.80048101091444895066772572129871971243,1.2.826.0.1.3680043.8.498.99968654981476320219671999242126245352,1.0,0.0,-2048,2006,-2048
1.2.826.0.1.3680043.8.498.10633029764731181926825032640422192656,1.2.826.0.1.3680043.8.498.25975106341088328342324447389129337397,1.0,0.0,-2048,2238,-2048
1.2.826.0.1.3680043.8.498.11183727176682315478749517774130068307,1.2.826.0.1.3680043.8.498.10439229123803364184945989951216344427,1.0,0.0,-2048,1650,-2048
1.2.826.0.1.3680043.8.498.10633029764731181926825032640422192656,1.2.826.0.1.3680043.8.498.12451889826654706934051560968094172570,1.0,0.0,-2048,1880,-2048
1.2.826.0.1.3680043.8.498.11130135239083036131772836175573057139,1.2.826.0.1.3680043.8.498.12548859414575014989386240094499939572,1.0,0.0,-2048,1955,-2048
1.2.826.0.1.3680043.8.498.10696358651167160191747804018219141567,1.2.826.0.1.3680043.8.498.47022857932133188382266896339679916652,1.0,0.0,-2048,1816,-2048
1.2.826.0.1.3680043.8.498.11130135239083036131772836175573057139,1.2.826.0.1.3680043.8.498.19191911928895831143152781934404712924,1.0,0.0,-2048,1963,-2048
1.2.826.0.1.3680043.8.498.81181812554261337166445969981198673971,1.2.826.0.1.3680043.8.498.60930339394690196418032934257162494967,1.0,0.0,-2048,2128,-2048
1.2.826.0.1.3680043.8.498.81099705736343369714204623210313417068,1.2.826.0.1.3680043.8.498.43852241247725558641400941736750272388,1.0,0.0,-2048,1991,-2048
1.2.826.0.1.3680043.8.498.11130135239083036131772836175573057139,1.2.826.0.1.3680043.8.498.97518283531414123575587174982358140949,1.0,0.0,-2048,1949,-2048
1.2.826.0.1.3680043.8.498.10709122041211146675577757495858945293,1.2.826.0.1.3680043.8.498.79682058723788250903933595065220039973,1.0,0.0,-2048,1935,-2048
1.2.826.0.1.3680043.8.498.80474931434548727772077938189277312227,1.2.826.0.1.3680043.8.498.23607879273148368923664339332130405909,1.0,0.0,-2048,1823,-2048
1.2.826.0.1.3680043.8.498.82379876916760144680802744115172038920,1.2.826.0.1.3680043.8.498.46774285348784283417200576689777371643,1.0,0.0,-2048,1744,-2048
1.2.826.0.1.3680043.8.498.89174909942768187788893896137949794806,1.2.826.0.1.3680043.8.498.12912748424827894693461188830766043730,1.0,0.0,-2048,2192,-2048
1.2.826.0.1.3680043.8.498.11038636852681039246443401046449812061,1.2.826.0.1.3680043.8.498.82722337081843740021513583520357807245,1.0,0.0,-2048,1920,-2048
1.2.826.0.1.3680043.8.498.10633029764731181926825032640422192656,1.2.826.0.1.3680043.8.498.12451889826654706934051560968094172570,1.0,0.0,-2048,1880,-2048
1.2.826.0.1.3680043.8.498.10484809454170799749997508580496517686,1.2.826.0.1.3680043.8.498.51061254376306738251351579074933812183,1.0,-1024.0,-2048,1587,-2048
1.2.826.0.1.3680043.8.498.92273881219564445904813475221795009966,1.2.826.0.1.3680043.8.498.25216278815174357783292019255361468492,1.0,0.0,-2048,1677,-2048
1.2.826.0.1.3680043.8.498.94364139789009021146139784146186376400,1.2.826.0.1.3680043.8.498.48628746602949268754169511381577246048,1.0,0.0,-2048,1889,-2048
1.2.826.0.1.3680043.8.498.11479005683427488583403034382744140003,1.2.826.0.1.3680043.8.498.62645406114446285342506025078022702658,1.0,0.0,-2048,2301,-2048
1.2.826.0.1.3680043.8.498.73728841197255865514260367549970557320,1.2.826.0.1.3680043.8.498.63443200805768967503779923405390135525,1.0,0.0,-2048,3139,-2048
1.2.826.0.1.3680043.8.498.88313683014657652382491906806980693662,1.2.826.0.1.3680043.8.498.11134614040595295025702345529206982283,1.0,0.0,-2048,1707,-2048
1.2.826.0.1.3680043.8.498.95278008053693596859349026503072885588,1.2.826.0.1.3680043.8.498.98964205920369548516888362770121601572,1.0,0.0,-2048,2030,-2048
1.2.826.0.1.3680043.8.498.95444010698528398142087435192247098070,1.2.826.0.1.3680043.8.498.83618490409787969344040898076157380399,1.0,0.0,-2048,3597,-2048
1.2.826.0.1.3680043.8.498.87716964627763925393689510568869137910,1.2.826.0.1.3680043.8.498.80828144692990226709819271952532350084,1.0,0.0,-2048,1995,-2048
1.2.826.0.1.3680043.8.498.10929608782694347957516071062422315982,1.2.826.0.1.3680043.8.498.47442570015445047475275863575190280773,1.0,0.0,-2048,2031,-2048
1.2.826.0.1.3680043.8.498.96218477847514569819859044953648183121,1.2.826.0.1.3680043.8.498.25670435319371022663452826668909722885,1.0,0.0,-2048,1642,-2048
1.2.826.0.1.3680043.8.498.84508266396934302763358408417044252870,1.2.826.0.1.3680043.8.498.11812434003248813006783932397957039124,1.0,0.0,-2048,1837,-2048
1.2.826.0.1.3680043.8.498.70607332980669994509884163881189930732,1.2.826.0.1.3680043.8.498.97677209335898328868889519901410145738,1.0,0.0,-2048,4853,-2048
1.2.826.0.1.3680043.8.498.11655725595268673512880668156523035858,1.2.826.0.1.3680043.8.498.47737871033086506917928130847605900629,1.0,0.0,-2048,2301,-2048
1.2.826.0.1.3680043.8.498.70243202242722756546202582478829903758,1.2.826.0.1.3680043.8.498.12167192800406222481509842020479868266,1.0,0.0,-2048,2467,-2048
